month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,1,2418,1987,11322,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,1,2421,1987,11331,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
