month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,8439,13,8718,943,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,13570,22,5444,919,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
