month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,167,944,478,14429,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,167,945,478,14540,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
