month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,2525,3244,30909,127579,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,2525,3249,30909,128290,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
