month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,1602,0,199,75,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,1616,0,174,50,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
