month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,64,2,2,4,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,101,1,3,0,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
