month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,6635,2,1206,2944,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,7206,23,578,2719,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
