month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,128,262,401,1655,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,128,263,401,1658,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
