month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,23401,18773,652675,1440029,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,23402,18922,659538,1449993,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
