month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,233,521,0,398,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,430,249,0,165,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
