month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,12,35,0,3,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,13,56,0,2,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
