month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,4250,48,158,103,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,2708,26,93,113,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
