month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,9305,565,6376,208,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,9534,53,4338,295,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
