month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,66771,36,176364,9296,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,65405,45,158521,9920,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
