month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,1998,1,54,7,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,1991,0,97,3,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
