month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,779,0,1,7,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,722,0,4,12,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
