month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,5491,1,16,49,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,2379,1,33,38,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
