month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,0,704,22843,27951,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,0,708,22843,28028,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
