month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,15896,19,6409,543,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,18442,32,7173,1035,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
