month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,10965,1421,25,299,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,26652,2117,60,349,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
