month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,1627,8,5,22,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,1737,8,31,7,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
