month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,155846,135754,30125,1250704,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,155846,135879,30125,1253809,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
