month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,2020,22,3,13,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,1035,10,0,67,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
