month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,21,8,0,8,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,17,6,0,7,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
