month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,170,20,18,12,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,255,12,3,26,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
