month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,7,0,0,2,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,37,0,0,1,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
