month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,2209,0,262,314,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,1691,0,1635,516,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
