month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,78,15,71,11941,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,78,15,72,11945,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
