month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,77,3,598,18,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,718,1,0,26,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
