month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,157049,42026,481249,903731,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,157050,42120,482186,906392,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
