month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,52901,279,26479,11346,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,51981,348,23551,14095,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
