month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,129,2405,179901,130094,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,129,2424,180872,130750,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
