month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,64,6920,12444,57172,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,64,6994,12532,57348,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
