month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,3500,757,0,186,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,2800,855,0,141,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
