month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,0,7472,1142990,115819,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,0,7519,1142990,115821,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
