month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,424,0,14,8,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,842,6,21,45,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
