month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,16240,30,3446,665,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,15101,31,7838,354,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
