month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,118343,167859,294881,1175593,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,118349,168185,294947,1179773,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
