month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,35926,53,11227,3116,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,42002,54,4467,3171,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
