month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,4747,4,1759,386,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,4511,9,1217,268,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
