month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,0,2656,346,80268,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,0,2663,346,80456,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
