month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,245,396,16359,34016,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,245,397,16687,34083,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
