month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,5889,1,1237,0,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,7237,50,390,0,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
