month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,4069,0,16,148,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,4408,4,6,126,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
