month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,4,687,0,15202,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,4,688,0,17795,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
