month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,1475,8,9,26,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,933,3,11,43,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
