month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,1810,116,44570,14402,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,1810,116,44570,14407,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
