month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,53514,2,11465,3722,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,54909,22,9792,2874,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
