month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,821,0,253,323,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,1284,2,89,306,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
