month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,232,2,1,5,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,114,0,1,0,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
