month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,147,0,63,0,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,119,0,78,0,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
