month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,18495,3396,30832,834,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,29694,1347,25006,511,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
