month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,649,8230,400551,23141,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,649,8234,400551,23170,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
