month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,15438,5,2051,3919,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,8555,2,639,3691,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
