month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,216,1045,1414,8821,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,216,1051,1414,8862,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
