month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,15639,0,957,727,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,20436,1,749,959,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
