month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,768,1599,1201,266328,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,768,1609,1201,268473,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
