month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,97,153,19,1512,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,97,154,19,1549,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
