month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,1299,2,0,5,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,477,1,0,3,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
