month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,75,286,3266,14617,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,75,286,3468,14684,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
