month,total.name-bot,total.anonymous,total.group-bot,total.user,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,5516,10346,1187437,1334985,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,5527,10383,1190260,1343593,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
