month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,1366,257,1,5,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,468,277,3,2,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
