month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,10299,62,654,466,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,12490,39,1118,513,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
