month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,79520,7,24129,21964,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,80666,12,35306,23816,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
